,ID,OG_ID,Triangle,Corner,TriangleCorner,date,SnowDepth,SnowDepth_Noplus,temperature,x_4326,y_4326,x_3006,y_3006,MiddleTime,granule_time,time_difference,granule_id,orbitProp,pathNr,frameNr,mask.tif,angle.tif,VH.tif,VV.tif
438,277,290,AC-26,B,AC-26B,2022-03-14,70,70,-6.0,16.06001278,66.19911613,547733.1046,7342508.393,07:07:00,05:29:43,01:37:00,S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif
439,421,440,AC-29,C,AC-29C,2022-03-14,50,50,-8.4,16.21388604,66.13022809,554810.2752,7334956.739,05:34:30,05:30:07,00:04:00,S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif
440,421,440,AC-29,C,AC-29C,2022-03-14,50,50,-8.4,16.21388604,66.13022809,554810.2752,7334956.739,05:34:30,05:29:43,00:04:00,S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif
441,130,138,AC-21,A,AC-21A,2022-03-14,155,155,-1.0,15.49256311,66.32241149,522072.9725,7355934.593,13:24:30,05:30:07,07:54:00,S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif
442,130,138,AC-21,A,AC-21A,2022-03-14,155,155,-1.0,15.49256311,66.32241149,522072.9725,7355934.593,13:24:30,05:29:43,07:54:00,S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif
443,131,139,AC-24,A,AC-24A,2022-03-14,130,130,-2.0,15.69390556,66.19086231,531257.926,7341357.54,10:30:00,05:30:07,04:59:00,S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif
444,131,139,AC-24,A,AC-24A,2022-03-14,130,130,-2.0,15.69390556,66.19086231,531257.926,7341357.54,10:30:00,05:29:43,05:00:00,S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif
445,132,140,AC-25,A,AC-25A,2022-03-14,100,100,-2.0,15.84925843,66.20434872,538235.3079,7342946.922,08:48:00,05:30:07,03:17:00,S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif
446,132,140,AC-25,A,AC-25A,2022-03-14,100,100,-2.0,15.84925843,66.20434872,538235.3079,7342946.922,08:48:00,05:29:43,03:18:00,S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif
447,133,141,AC-26,A,AC-26A,2022-03-14,135,135,-6.0,16.04425364,66.16381694,547089.1167,7338562.269,07:07:00,05:30:07,01:36:00,S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif
448,133,141,AC-26,A,AC-26A,2022-03-14,135,135,-6.0,16.04425364,66.16381694,547089.1167,7338562.269,07:07:00,05:29:43,01:37:00,S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif
449,134,142,AC-29,A,AC-29A,2022-03-14,180,180,-8.4,16.14107316,66.10983041,551564.2798,7332621.634,05:34:30,05:30:07,00:04:00,S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif
450,134,142,AC-29,A,AC-29A,2022-03-14,180,180,-8.4,16.14107316,66.10983041,551564.2798,7332621.634,05:34:30,05:29:43,00:04:00,S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif
451,420,439,AC-26,C,AC-26C,2022-03-14,70,70,-6.0,16.12773116,66.17593417,550828.7822,7339978.009,07:07:00,05:30:07,01:36:00,S1A_IW_SLC__1SDV_20220314T053007_20220314T053035_042313_050B38_3653,DESCENDING,66,374,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/5_2022-03-14_clip_500/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif
452,420,439,AC-26,C,AC-26C,2022-03-14,70,70,-6.0,16.12773116,66.17593417,550828.7822,7339978.009,07:07:00,05:29:43,01:37:00,S1A_IW_SLC__1SDV_20220314T052943_20220314T053010_042313_050B38_6F1B,DESCENDING,66,369,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/6_2022-03-14_clip_500/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif
453,427,446,AC-42,C,AC-42C,2022-03-16,125,125,,15.68504701,65.89042994,531224.7772,7307867.528,08:48:00,16:31:26,07:43:00,S1A_IW_SLC__1SDV_20220316T163126_20220316T163153_042349_050C83_200D,ASCENDING,102,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_VV_gamma0-rtc.tif
454,426,445,AC-22,C,AC-22C,2022-03-16,240,240,-2.0,15.74886754,66.27024759,533627.8269,7350234.324,12:09:00,16:31:26,04:22:00,S1A_IW_SLC__1SDV_20220316T163126_20220316T163153_042349_050C83_200D,ASCENDING,102,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_VV_gamma0-rtc.tif
455,284,297,AC-42,B,AC-42B,2022-03-16,100,100,,15.76104404,65.87253495,534712.811,7305912.951,08:48:00,16:31:26,07:43:00,S1A_IW_SLC__1SDV_20220316T163126_20220316T163153_042349_050C83_200D,ASCENDING,102,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_VV_gamma0-rtc.tif
456,139,147,AC-22,A,AC-22A,2022-03-16,195,195,-2.0,15.66018048,66.26705978,529649.2181,7349834.175,12:09:00,16:31:26,04:22:00,S1A_IW_SLC__1SDV_20220316T163126_20220316T163153_042349_050C83_200D,ASCENDING,102,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_VV_gamma0-rtc.tif
457,140,148,AC-42,A,AC-42A,2022-03-16,60,60,,15.76098076,65.90840731,534661.4522,7309911.059,08:48:00,16:31:26,07:43:00,S1A_IW_SLC__1SDV_20220316T163126_20220316T163153_042349_050C83_200D,ASCENDING,102,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_VV_gamma0-rtc.tif
458,283,296,AC-22,B,AC-22B,2022-03-16,190,190,-2.0,15.6976547,66.29959822,531291.7265,7353479.21,12:09:00,16:31:26,04:22:00,S1A_IW_SLC__1SDV_20220316T163126_20220316T163153_042349_050C83_200D,ASCENDING,102,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/4_2022-03-16_clip_500/S1A__IW___A_20220316T163126_VV_gamma0-rtc.tif
459,450,22,AC-42,A,AC-42A,2023-03-06,45,45,-20.0,15.76098076,65.90840731,534661.4522,7309911.059,08:27:30,16:23:21,07:55:00,S1A_IW_SLC__1SDV_20230306T162321_20230306T162348_047526_05B4F9_F2AC,ASCENDING,29,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_VV_gamma0-rtc.tif
460,469,41,AC-37,B,AC-37B,2023-03-06,45,45,-15.0,15.93669383,65.93795328,542615.3144,7313312.254,10:35:00,16:23:21,05:48:00,S1A_IW_SLC__1SDV_20230306T162321_20230306T162348_047526_05B4F9_F2AC,ASCENDING,29,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_VV_gamma0-rtc.tif
461,470,42,AC-38,B,AC-38B,2023-03-06,70,70,-5.0,16.06601119,65.92904529,548515.1091,7312413.359,12:15:00,16:23:21,04:08:00,S1A_IW_SLC__1SDV_20230306T162321_20230306T162348_047526_05B4F9_F2AC,ASCENDING,29,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_VV_gamma0-rtc.tif
462,474,46,AC-42,B,AC-42B,2023-03-06,65,65,-20.0,15.76104404,65.87253495,534712.811,7305912.951,08:27:30,16:23:21,07:55:00,S1A_IW_SLC__1SDV_20230306T162321_20230306T162348_047526_05B4F9_F2AC,ASCENDING,29,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_VV_gamma0-rtc.tif
463,445,17,AC-37,A,AC-37A,2023-03-06,80,80,-15.0,15.84881121,65.9380027,538617.1852,7313260.876,10:35:00,16:23:21,05:48:00,S1A_IW_SLC__1SDV_20230306T162321_20230306T162348_047526_05B4F9_F2AC,ASCENDING,29,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_VV_gamma0-rtc.tif
464,446,18,AC-38,A,AC-38A,2023-03-06,55,55,-5.0,16.02861195,65.89659453,546872.4418,7308768.327,12:15:00,16:23:21,04:08:00,S1A_IW_SLC__1SDV_20230306T162321_20230306T162348_047526_05B4F9_F2AC,ASCENDING,29,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_VV_gamma0-rtc.tif
465,493,66,AC-38,C,AC-38C,2023-03-06,85,85,-5.0,16.11606048,65.89957289,550851.1264,7309168.337,12:15:00,16:23:21,04:08:00,S1A_IW_SLC__1SDV_20230306T162321_20230306T162348_047526_05B4F9_F2AC,ASCENDING,29,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_VV_gamma0-rtc.tif
466,497,70,AC-42,C,AC-42C,2023-03-06,50,50,-20.0,15.68504701,65.89042994,531224.7772,7307867.528,08:27:30,16:23:21,07:55:00,S1A_IW_SLC__1SDV_20230306T162321_20230306T162348_047526_05B4F9_F2AC,ASCENDING,29,213,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_layoverShadowMask.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_localIncidenceAngle.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_VH_gamma0-rtc.tif,C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_500/3_2023-03-06_clip_500/S1A__IW___A_20230306T162321_VV_gamma0-rtc.tif
