"","X","ID_clean","ID_preclean","Triangle","Corner","TriangleCorner","date","SnowDepth","SnowDepth_Noplus","temperature","x_4326","y_4326","x_3006","y_3006","MiddleTime","mask.tif","angle.tif","VH.tif","VV.tif","point_VH","point_VV","points_angle"
"201",200,201,212,"AC-37","B","AC-37B","2019-03-05","40",40,"-17",15.93669383,65.93795328,542615.3144,7313312.254,"10:00:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/36_2019-03-05_clip/S1B__IW___D_20190305T053658_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/36_2019-03-05_clip/S1B__IW___D_20190305T053658_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/36_2019-03-05_clip/S1B__IW___D_20190305T053658_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/36_2019-03-05_clip/S1B__IW___D_20190305T053658_VV_gamma0-rtc.tif","0.014","0.099","33.697"
"204",203,339,352,"AC-32","C","AC-32C","2019-03-11","250+",250,"-15",15.94437763,66.0264787,542816.3157,7323183.87,"08:15:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VV_gamma0-rtc.tif","0.043","0.262","29.16"
"205",204,340,353,"AC-27","C","AC-27C","2019-03-11","210",210,"-15",15.80351497,66.07257278,536364.3222,7328232.328,"10:15:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VV_gamma0-rtc.tif","0.019","0.187","26.719"
"206",205,195,203,"AC-32","B","AC-32B","2019-03-11","58",58,"-15",15.96743701,66.06109946,543802.1738,7327058.39,"08:15:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VV_gamma0-rtc.tif","0.01","0.114","27.448"
"207",206,53,55,"AC-27","A","AC-27A","2019-03-11","200",200,"-15",15.71649311,66.07877936,532418.2506,7328876.351,"10:15:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VV_gamma0-rtc.tif","0.022","0.143","36.578"
"208",207,196,204,"AC-27","B","AC-27B","2019-03-11","30",30,"-15",15.77325645,66.10627946,534948.6291,7331971.961,"10:15:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VV_gamma0-rtc.tif","0.036","0.193","47.822"
"209",208,197,205,"AC-42","B","AC-42B","2019-03-11","90",90,"-10",15.76104404,65.87253495,534712.811,7305912.951,"13:37:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VV_gamma0-rtc.tif","0.027","0.177","33.903"
"210",209,54,56,"AC-42","A","AC-42A","2019-03-11","30",30,"-10",15.76098076,65.90840731,534661.4522,7309911.059,"13:37:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VV_gamma0-rtc.tif","0.014","0.105","31.442"
"211",210,341,354,"AC-42","C","AC-42C","2019-03-11","110",110,"-10",15.68504701,65.89042994,531224.7772,7307867.528,"13:37:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VV_gamma0-rtc.tif","0.019","0.168","29.614"
"212",211,52,54,"AC-32","A","AC-32A","2019-03-11","65",65,"-15",15.88210448,66.05188319,539953.2836,7325974.195,"08:15:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/34_2019-03-11_clip/S1A__IW___D_20190311T053748_VV_gamma0-rtc.tif","0.009","0.106","34.14"
"213",212,60,65,"AC-35","A","AC-35A","2019-03-15","90",90,"-10",16.55332624,65.98731394,570529.3876,7319369.401,"10:30:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_VV_gamma0-rtc.tif","0.01","0.084","35.935"
"214",213,61,66,"AC-36","A","AC-36A","2019-03-15","130",130,"-10",16.75175007,65.99519203,579512.604,7320484.624,"12:02:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_VV_gamma0-rtc.tif","0.025","0.132","36.06"
"215",214,348,364,"AC-36","C","AC-36C","2019-03-15","90",90,"-10",16.83500371,66.00692786,583252.4008,7321900.346,"12:02:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_VV_gamma0-rtc.tif","0.008","0.055","41.862"
"216",215,347,363,"AC-35","C","AC-35C","2019-03-15","80",80,"-10",16.63015012,66.00485918,573966.1625,7321413.04,"10:30:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_VV_gamma0-rtc.tif","0.009","0.063","39.751"
"217",216,204,215,"AC-36","B","AC-36B","2019-03-15","65",65,"-10",16.76838233,66.0304171,580156.6735,7324430.853,"12:02:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_VV_gamma0-rtc.tif","0.006","0.047","40.489"
"218",217,203,214,"AC-35","B","AC-35B","2019-03-15","135",135,"-10",16.55437651,66.02318273,570477.9784,7323367.637,"10:30:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/33_2019-03-15_clip/S1A__IW___A_20190315T162257_VV_gamma0-rtc.tif","0.01","0.065","38.76"
"219",218,209,220,"AC-34","B","AC-34B","2019-03-16","150",150,"-4",16.41726798,66.06140904,564165.8276,7327480.284,"08:42:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/32_2019-03-16_clip/S1B__IW___A_20190316T161417_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/32_2019-03-16_clip/S1B__IW___A_20190316T161417_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/32_2019-03-16_clip/S1B__IW___A_20190316T161417_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/32_2019-03-16_clip/S1B__IW___A_20190316T161417_VV_gamma0-rtc.tif","0.01","0.15","27.111"
"220",219,66,71,"AC-34","A","AC-34A","2019-03-16","165",165,"-4",16.33018168,66.05549638,560237.5303,7326734.951,"08:42:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/32_2019-03-16_clip/S1B__IW___A_20190316T161417_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/32_2019-03-16_clip/S1B__IW___A_20190316T161417_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/32_2019-03-16_clip/S1B__IW___A_20190316T161417_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/32_2019-03-16_clip/S1B__IW___A_20190316T161417_VV_gamma0-rtc.tif","0.007","0.063","36.138"
"221",220,353,369,"AC-34","C","AC-34C","2019-03-16","30",30,"-4",16.38630033,66.02781699,562846.7651,7323705.379,"08:42:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/32_2019-03-16_clip/S1B__IW___A_20190316T161417_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/32_2019-03-16_clip/S1B__IW___A_20190316T161417_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/32_2019-03-16_clip/S1B__IW___A_20190316T161417_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/32_2019-03-16_clip/S1B__IW___A_20190316T161417_VV_gamma0-rtc.tif","0.008","0.092","30.048"
"222",221,351,367,"AC-24","C","AC-24C","2019-03-26","55",55,"-8",15.78131809,66.18466847,535204.0008,7340713.562,"13:20:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_VV_gamma0-rtc.tif","0.005","0.04","42.409"
"223",222,205,216,"AC-26","B","AC-26B","2019-03-26","75",75,"-10",16.06001278,66.19911613,547733.1046,7342508.393,"10:30:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_VV_gamma0-rtc.tif","0.012","0.076","42.791"
"224",223,206,217,"AC-25","B","AC-25B","2019-03-26","45",45,"-10",15.92210788,66.22488338,541481.2433,7345282.029,"12:07:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_VV_gamma0-rtc.tif","0.01","0.059","44.169"
"225",224,352,368,"AC-29","C","AC-29C","2019-03-26","250",250,"-10",16.21388604,66.13022809,554810.2752,7334956.739,"09:00:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_VV_gamma0-rtc.tif","0.007","0.049","42.255"
"226",225,207,218,"AC-24","B","AC-24B","2019-03-26","30",30,"-8",15.75089585,66.21837029,533788.2675,7344453.175,"13:20:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/31_2019-03-26_clip/S1B__IW___A_20190326T163031_VV_gamma0-rtc.tif","0.006","0.061","32.934"
